txn_id,policy_id,txn_date,gross_amount,fee_amount,fee_type,is_refund
T0002293,P001033,2025-07-25,6786.01,246.37,Initial,N
T0002294,P001077,2025-05-11,7392.76,99.21,Ongoing,N
T0002295,P001101,2025-09-23,5977.52,107.4,Ongoing,N
T0002296,P000503,2025-06-06,30855.54,690.35,Initial,N
T0002297,P001340,2025-05-07,2582.68,24.02,Initial,N
T0002298,P000822,2025-12-25,16815.91,563.8,Ongoing,N
T0002299,P000624,2025-04-14,7170.37,143.95,Ongoing,N
T0002300,P000165,2025-07-02,10173.68,179.42,Ongoing,N
T0002301,P001303,2025-12-11,6457.44,198.12,Initial,N
T0002302,P001051,2024-08-26,22084.29,643.05,Ongoing,N
T0002303,P001094,2025-02-16,3804.49,150.92,Initial,N
T0002304,P001242,2024-11-17,7315.69,114.34,Initial,N
T0002305,P001389,2025-12-07,13965.96,585.63,Ongoing,N
T0002306,P001330,2024-11-04,3142.98,83.17,Ongoing,N
T0002307,P001148,2025-01-22,10941.84,403.8,Ongoing,N
T0002308,P000019,2024-08-28,4842.03,144.57,Ongoing,N
T0002309,P001281,2024-03-20,1830.04,24.85,Ongoing,N
T0002310,P001320,2025-03-26,1538.75,17.95,Ongoing,N
T0002311,P001046,2025-01-29,4570.35,9.14,Ongoing,N
T0002312,P000989,2025-01-29,10858.55,21.72,Ongoing,N
T0002313,P000450,2025-12-16,931.53,12.93,Ongoing,N
T0002314,P000552,2024-10-09,5769.61,188.49,Ongoing,N
T0002315,P001072,2025-02-23,10035.68,150.72,Ongoing,N
T0002316,P000695,2025-05-29,1768.06,23.4,Ongoing,N
T0002317,P000587,2024-12-17,2959.65,79.9,Initial,N
T0002318,P000721,2025-12-01,7768.98,88.45,Initial,N
T0002319,P001207,2025-04-02,9689.81,372.14,Ongoing,N
T0002320,P001459,2025-06-27,17734.7,308.29,Ongoing,N
T0002321,P000107,2025-11-29,3074.59,90.11,Ongoing,N
T0002322,P001212,2025-09-08,2559.43,46.07,Initial,N
T0002323,P000776,2024-03-20,18437.62,373.28,Ongoing,N
T0002324,P001110,2025-05-14,2686.64,84.01,Initial,N
T0002325,P001480,2025-12-11,-7374.83,-164.41,Ongoing,Y
T0002326,P001161,2025-09-02,28183.5,984.67,Initial,N
T0002327,P000898,2024-09-21,8974.72,109.2,Ongoing,N
T0002328,P000336,2025-12-28,9196.85,64.47,Initial,N
T0002329,P000607,2025-08-15,13663.08,34.25,Ongoing,N
T0002330,P000838,2024-06-10,7479.3,243.45,Ongoing,N
T0002331,P001493,2025-12-10,9232.23,267.88,Ongoing,N
T0002332,P000602,2025-07-31,3736.59,64.81,Initial,N
T0002333,P000403,2025-12-04,12431.27,285.76,Initial,N
T0002334,P000540,2025-12-21,6841.66,210.0,Ongoing,N
T0002335,P001096,2024-04-11,1506.5,27.26,Ongoing,N
T0002336,P000024,2025-11-16,5969.12,14.32,Ongoing,N
T0002337,P000624,2025-05-01,866.34,2.19,Initial,N
T0002338,P001080,2025-01-28,8700.45,78.77,Ongoing,N
T0002339,P000986,2025-04-03,4077.17,85.71,Ongoing,N
T0002340,P000223,2024-10-18,22571.47,238.89,Ongoing,N
T0002341,P000179,2025-12-30,7271.41,220.58,Ongoing,N
T0002342,P000800,2025-09-19,10294.3,74.78,Ongoing,N
T0002343,P000434,2024-11-05,2123.08,27.74,Ongoing,N
T0002344,P001474,2024-06-20,8498.63,17.0,Ongoing,N
T0002345,P000793,2025-12-08,2943.85,45.77,Ongoing,N
T0002346,P000884,2025-07-19,11759.47,236.03,Ongoing,N
T0002347,P000492,2025-03-31,2008.85,61.83,Initial,N
T0002348,P001213,2025-12-11,5366.04,113.76,Ongoing,N
T0002349,P000810,2025-08-12,1946.32,53.35,Ongoing,N
T0002350,P000961,2025-03-04,5435.18,163.33,Ongoing,N
T0002351,P000420,2025-12-14,24784.89,592.92,Ongoing,N
T0002352,P001273,2025-01-18,8751.8,96.57,Initial,N
T0002353,P000649,2025-12-12,4788.14,115.14,Ongoing,N
T0002354,P001188,2025-12-21,685.59,23.91,Ongoing,N
T0002355,P001279,2024-10-11,3201.74,53.95,Ongoing,N
T0002356,P000476,2025-12-29,7184.8,183.55,Initial,N
T0002357,P001441,2024-12-30,3265.98,82.59,Ongoing,N
T0002358,P000170,2025-08-31,15393.8,251.08,Ongoing,N
T0002359,P001341,2024-08-04,5204.25,152.87,Ongoing,N
T0002360,P000174,2025-11-07,11647.84,188.15,Ongoing,N
T0002361,P000470,2023-12-18,5790.19,142.04,Initial,N
T0002362,P000345,2025-12-22,3941.1,69.39,Initial,N
T0002363,P000445,2025-11-27,3370.91,68.89,Ongoing,N
T0002364,P001042,2025-09-11,2186.98,64.16,Ongoing,N
T0002365,P001094,2025-02-11,11816.95,23.63,Initial,N
T0002366,P001362,2025-04-28,3489.77,91.33,Ongoing,N
T0002367,P000628,2025-12-23,7463.93,202.06,Ongoing,N
T0002368,P000592,2025-08-08,3227.31,45.99,Ongoing,N
T0002369,P000527,2025-01-19,2066.43,40.68,Initial,N
T0002370,P000456,2025-03-28,7662.65,78.45,Ongoing,N
T0002371,P001293,2025-12-15,2704.4,32.48,Ongoing,N
T0002372,P000811,2025-08-29,3567.46,81.02,Ongoing,N
T0002373,P000188,2025-06-23,1809.94,83.71,Ongoing,N
T0002374,P001021,2024-02-16,3312.64,88.25,Ongoing,N
T0002375,P000711,2025-01-30,5010.47,57.7,Ongoing,N
T0002376,P000529,2025-12-12,3904.98,108.39,Initial,N
T0002377,P000434,2024-11-29,9457.67,244.09,Ongoing,N
T0002378,P000288,2025-12-22,5521.56,15.08,Initial,N
T0002379,P000499,2025-01-28,58095.94,978.4,Ongoing,N
T0002380,P001465,2025-12-29,6900.85,128.18,Ongoing,N
T0002381,P000303,2025-09-24,1226.12,25.97,Ongoing,N
T0002382,P000087,2025-11-13,4145.15,81.6,Initial,N
T0002383,P000830,2024-11-24,4442.63,95.42,Initial,N
T0002384,P000438,2025-12-16,3008.19,32.03,Ongoing,N
T0002385,P000541,2025-12-01,5208.72,87.24,Ongoing,N
T0002386,P001046,2025-12-13,2937.41,50.94,Initial,N
T0002387,P000833,2025-12-11,6414.11,202.68,Ongoing,N
T0002388,P000797,2025-01-14,1067.47,13.9,Initial,N
T0002389,P000560,2024-03-10,12275.08,215.49,Initial,N
T0002390,P000762,2025-12-17,1390.43,22.86,Initial,N
T0002391,P000467,2025-12-03,3980.47,142.79,Ongoing,N
T0002392,P001125,2025-08-05,-2734.86,-72.89,Initial,Y
T0002393,P000675,2025-11-08,6277.56,66.94,Initial,N
T0002394,P000685,2025-12-11,4244.62,101.76,Initial,N
T0002395,P001165,2024-12-16,6010.84,59.41,Ongoing,N
T0002396,P000138,2025-11-18,11955.59,270.26,Ongoing,N
T0002397,P000578,2025-05-15,9089.66,305.96,Initial,N
T0002398,P000710,2024-10-27,5059.62,10.12,Ongoing,N
T0002399,P000228,2025-12-18,7098.27,70.4,Initial,N
T0002400,P000281,2025-07-28,23576.51,508.27,Ongoing,N
T0002401,P000684,2025-12-15,9352.42,150.01,Initial,N
T0002402,P000828,2025-09-02,3886.13,86.04,Initial,N
T0002403,P000431,2025-02-05,13660.88,261.83,Initial,N
T0002404,P001064,2024-12-18,6721.38,21.46,Initial,N
T0002405,P001235,2025-12-19,2275.1,59.65,Ongoing,N
T0002406,P000302,2025-05-15,4253.18,28.29,Ongoing,N
T0002407,P001110,2025-09-17,1513.52,33.38,Ongoing,N
T0002408,P001421,2024-10-07,789.96,12.21,Initial,N
T0002409,P001277,2025-08-24,2300.24,101.24,Ongoing,N
T0002410,P000533,2025-08-13,5421.16,101.87,Initial,N
T0002411,P000769,2025-12-13,5433.87,127.75,Ongoing,N
T0002412,P001405,2024-03-21,1588.81,40.58,Ongoing,N
T0002413,P000444,2025-12-23,732.89,17.13,Ongoing,N
T0002414,P001057,2025-02-03,15940.37,314.55,Initial,N
T0002415,P000260,2025-12-25,5304.1,53.54,Ongoing,N
T0002416,P001258,2025-08-09,17061.33,322.15,Initial,N
T0002417,P001332,2024-08-22,16299.23,32.6,Initial,N
T0002418,P000739,2025-12-31,8846.42,220.06,Initial,N
T0002419,P000796,2025-05-10,5152.9,253.55,Initial,N
T0002420,P000070,2025-08-20,3575.57,77.83,Ongoing,N
T0002421,P001478,2025-12-26,8733.11,204.31,Ongoing,N
T0002422,P001463,2025-12-07,4324.77,19.38,Ongoing,N
T0002423,P001388,2025-08-31,-3066.54,-36.31,Ongoing,Y
T0002424,P000983,2025-12-24,917.52,26.56,Initial,N
T0002425,P000481,2025-12-26,4598.64,25.42,Initial,N
T0002426,P001168,2025-12-06,11817.5,150.32,Ongoing,N
T0002427,P000024,2025-07-13,13459.67,345.63,Ongoing,N
T0002428,P000965,2025-09-24,5128.78,144.07,Initial,N
T0002429,P001449,2024-07-23,2413.98,45.65,Ongoing,N
T0002430,P000746,2025-12-29,10119.25,214.8,Ongoing,N
T0002431,P000845,2025-08-10,4854.72,102.94,Ongoing,N
T0002432,P001199,2024-08-29,3668.21,28.12,Ongoing,N
T0002433,P000325,2025-03-24,1533.44,29.54,Ongoing,N
T0002434,P001372,2025-05-03,26449.94,592.98,Ongoing,N
T0002435,P000798,2024-01-11,8872.56,169.61,Ongoing,N
T0002436,P000018,2025-02-27,9672.08,19.34,Initial,N
T0002437,P000044,2024-02-21,2464.52,87.14,Ongoing,N
T0002438,P000155,2025-12-06,5238.55,47.49,Ongoing,N
T0002439,P000867,2024-08-14,4604.57,95.41,Ongoing,N
T0002440,P000922,2025-12-27,9188.2,213.33,Ongoing,N
T0002441,P001401,2025-12-07,14585.38,225.37,Ongoing,N
T0002442,P000743,2025-12-21,1560.29,35.02,Initial,N
T0002443,P001426,2025-12-21,2080.28,25.48,Ongoing,N
T0002444,P000225,2025-01-27,8238.64,341.66,Ongoing,N
T0002445,P000217,2025-05-23,-3273.37,-56.94,Initial,Y
T0002446,P000031,2025-12-04,9432.34,273.44,Initial,N
T0002447,P001083,2024-09-28,3646.61,33.09,Ongoing,N
T0002448,P000898,2023-12-26,1809.82,49.25,Ongoing,N
T0002449,P001377,2025-01-20,1202.94,15.43,Ongoing,N
T0002450,P000935,2024-06-05,7239.46,43.93,Ongoing,N
T0002451,P000445,2025-12-01,7382.89,69.02,Ongoing,N
T0002452,P001259,2025-01-11,10680.48,123.05,Initial,N
T0002453,P001131,2025-12-15,6388.78,134.9,Ongoing,N
T0002454,P001215,2025-12-06,243.24,11.86,Ongoing,N
T0002455,P000530,2024-03-06,7352.14,348.17,Ongoing,N
T0002456,P000738,2025-12-31,1531.55,25.7,Initial,N
T0002457,P000874,2024-06-15,1103.04,32.64,Ongoing,N
T0002458,P000566,2025-11-28,1001.72,7.48,Ongoing,N
T0002459,P001269,2025-12-12,930.62,1.86,Ongoing,N
T0002460,P000076,2025-12-20,6143.7,124.75,Ongoing,N
T0002461,P000547,2025-12-10,2738.19,69.72,Ongoing,N
T0002462,P000267,2025-02-02,1457.85,40.58,Ongoing,N
T0002463,P000317,2025-12-23,5006.37,154.18,Ongoing,N
T0002464,P001145,2025-01-03,2028.91,33.87,Initial,N
T0002465,P000025,2025-12-30,10773.63,223.23,Ongoing,N
T0002466,P001456,2025-12-22,15680.54,442.39,Ongoing,N
T0002467,P000160,2025-12-26,4129.53,131.88,Initial,N
T0002468,P000596,2025-05-01,14791.67,161.65,Ongoing,N
T0002469,P001138,2025-04-09,14771.76,326.56,Initial,N
T0002470,P000900,2025-04-14,5258.95,139.34,Initial,N
T0002471,P000502,2024-06-24,19668.29,422.39,Ongoing,N
T0002472,P001190,2025-02-02,2988.93,41.19,Ongoing,N
T0002473,P001013,2025-12-03,1028.44,20.6,Ongoing,N
T0002474,P000703,2025-08-08,1417.28,35.85,Ongoing,N
T0002475,P001199,2025-03-15,2880.88,35.7,Initial,N
T0002476,P000001,2024-06-26,7535.96,60.5,Initial,N
T0002477,P000741,2025-11-04,1951.09,79.21,Ongoing,N
T0002478,P001110,2025-12-04,2862.24,62.61,Ongoing,N
T0002479,P000320,2025-08-31,1808.8,53.15,Initial,N
T0002480,P001425,2025-12-02,2915.16,64.41,Ongoing,N
T0002481,P000382,2025-12-11,14388.26,438.89,Ongoing,N
T0002482,P001342,2025-12-06,6542.41,136.03,Ongoing,N
T0002483,P001274,2025-06-24,3097.68,80.14,Ongoing,N
T0002484,P000898,2024-04-29,13047.83,116.19,Initial,N
T0002485,P000717,2025-12-08,5016.72,11.78,Initial,N
T0002486,P001280,2025-12-29,5469.4,83.33,Ongoing,N
T0002487,P000307,2025-10-30,12261.51,70.41,Ongoing,N
T0002488,P001168,2025-12-04,-3736.49,-7.47,Initial,Y
T0002489,P000391,2025-12-13,10229.11,2045.82,Ongoing,N
T0002490,P001193,2025-12-15,9661.87,22.28,Ongoing,N
T0002491,P000990,2025-12-04,4374.57,129.03,Initial,N
T0002492,P000298,2025-12-21,1608.48,55.35,Ongoing,N
T0002493,P000233,2024-12-30,4964.92,27.66,Initial,N
T0002494,P000271,2025-12-28,12207.46,279.39,Ongoing,N
T0002495,P001084,2025-06-08,9469.34,365.32,Ongoing,N
T0002496,P001320,2025-07-11,19306.56,295.01,Initial,N
T0002497,P001491,2025-10-04,3319.87,86.68,Initial,N
T0002498,P001259,2024-09-29,9167.69,402.73,Ongoing,N
T0002499,P000677,2025-07-10,2197.27,7.09,Ongoing,N
T0002500,P000706,2025-03-29,5774.85,56.63,Ongoing,N
T0002501,P000234,2025-07-23,11900.43,305.14,Initial,N
T0002502,P001392,2024-11-12,10149.09,423.46,Ongoing,N
T0002503,P000845,2025-11-21,5337.21,68.79,Ongoing,N
T0002504,P001256,2025-12-16,3966.18,175.93,Initial,N
T0002505,P000491,2025-04-25,2217.5,47.28,Ongoing,N
T0002506,P000503,2025-12-27,4102.62,8.21,Ongoing,N
T0002507,P000890,2025-02-09,1723.03,61.87,Ongoing,N
T0002508,P000592,2024-11-19,3734.78,57.38,Initial,N
T0002509,P000746,2025-12-14,1158.66,28.37,Initial,N
T0002510,P001405,2023-12-25,1711.4,5.83,Ongoing,N
T0002511,P000428,2025-12-22,9722.95,121.22,Ongoing,N
T0002512,P000697,2025-12-27,8893.85,44.75,Ongoing,N
T0002513,P000646,2025-10-20,3900.74,15.49,Ongoing,N
T0002514,P000732,2025-12-20,5176.14,108.6,Ongoing,N
T0002515,P000800,2025-06-01,5762.44,147.91,Initial,N
T0002516,P000364,2025-09-10,7102.93,103.22,Initial,N
T0002517,P000202,2025-12-09,6520.15,36.7,Ongoing,N
T0002518,P000882,2025-12-28,-1686.78,-12.21,Ongoing,Y
T0002519,P000146,2025-03-01,696.13,16.51,Ongoing,N
T0002520,P000836,2025-08-19,2178.71,45.99,Ongoing,N
T0002521,P000639,2025-09-04,4343.93,103.74,Ongoing,N
T0002522,P001481,2025-06-22,10595.1,377.02,Ongoing,N
T0002523,P000135,2025-12-03,5928.27,152.67,Ongoing,N
T0002524,P000626,2025-12-06,7536.41,181.55,Ongoing,N
T0002525,P001288,2025-04-20,2398.25,104.77,Ongoing,N
T0002526,P000064,2025-07-27,4644.4,80.13,Initial,N
T0002527,P000491,2024-09-03,5179.11,227.04,Ongoing,N
T0002528,P000041,2025-09-19,2685.06,91.93,Ongoing,N
T0002529,P001320,2025-03-02,2088.81,35.55,Ongoing,N
T0002530,P001027,2025-07-17,-4099.65,-114.99,Ongoing,Y
T0002531,P000913,2025-12-26,8341.42,148.88,Ongoing,N
T0002532,P000975,2024-09-19,-2382.82,-13.43,Ongoing,Y
T0002533,P001134,2025-12-13,4160.73,82.88,Ongoing,N
T0002534,P001245,2025-01-31,14530.3,77.43,Ongoing,N
T0002535,P001394,2025-05-25,3243.88,72.43,Initial,N
T0002536,P000368,2025-10-29,4943.49,138.44,Initial,N
T0002537,P001460,2025-06-15,4516.23,80.53,Ongoing,N
T0002538,P000918,2025-12-11,4229.19,94.35,Ongoing,N
T0002539,P001028,2025-08-13,18672.04,413.47,Ongoing,N
T0002540,P000244,2025-12-23,6276.72,178.53,Ongoing,N
T0002541,P000902,2025-10-08,1399.48,29.24,Ongoing,N
T0002542,P000166,2024-08-03,-16692.85,-281.32,Ongoing,Y
T0002543,P001050,2025-12-16,6123.27,171.39,Ongoing,N
T0002544,P001419,2025-10-22,3645.11,78.68,Initial,N
T0002545,P001498,2025-10-25,14465.97,28.93,Initial,N
T0002546,P001041,2024-11-15,2636.08,43.49,Ongoing,N
T0002547,P000728,2025-12-19,-19390.92,-287.53,Initial,Y
T0002548,P001116,2025-12-22,5295.66,113.72,Initial,N
T0002549,P000483,2025-12-21,10986.77,224.13,Ongoing,N
T0002550,P000543,2025-08-05,57182.41,114.36,Initial,N
T0002551,P001229,2024-04-10,5676.4,28.85,Ongoing,N
T0002552,P000931,2025-12-29,4548.42,47.63,Initial,N
T0002553,P000400,2025-12-11,2093.05,43.21,Ongoing,N
T0002554,P001231,2025-02-24,4462.85,137.18,Ongoing,N
T0002555,P000619,2025-02-22,2145.36,8.5,Ongoing,N
T0002556,P001170,2025-01-29,4231.98,56.2,Ongoing,N
T0002557,P000879,2024-11-20,49798.86,971.84,Ongoing,N
T0002558,P000101,2024-04-04,5408.24,57.79,Ongoing,N
T0002559,P000880,2025-12-11,3155.97,65.88,Initial,N
T0002560,P000830,2025-12-02,4155.66,109.72,Ongoing,N
T0002561,P001265,2024-07-21,3535.12,43.95,Ongoing,N
T0002562,P000759,2025-11-29,11369.86,264.64,Ongoing,N
T0002563,P000163,2025-08-05,4572.52,86.21,Ongoing,N
T0002564,P001197,2025-12-18,17802.79,151.48,Initial,N
T0002565,P000502,2024-03-25,3816.62,70.96,Initial,N
T0002566,P000547,2025-07-13,4018.79,98.73,Initial,N
T0002567,P001308,2025-08-01,2398.44,81.88,Ongoing,N
T0002568,P001383,2025-08-09,3616.62,131.8,Ongoing,N
T0002569,P000381,2025-12-27,1228.0,17.59,Ongoing,N
T0002570,P000870,2025-02-10,894.4,12.27,Initial,N
T0002571,P000905,2025-12-12,8100.97,165.29,Initial,N
T0002572,P001187,2024-10-13,-1216.4,-17.73,Ongoing,Y
T0002573,P001002,2024-06-29,6800.64,218.51,Ongoing,N
T0002574,P000609,2024-08-06,3293.16,69.18,Ongoing,N
T0002575,P000307,2025-12-01,10421.47,214.19,Ongoing,N
T0002576,P001363,2025-04-04,1238.03,32.72,Ongoing,N
T0002577,P000055,2025-12-27,7931.53,171.31,Ongoing,N
T0002578,P000983,2025-12-29,6407.86,147.72,Ongoing,N
T0002579,P000333,2025-04-06,6568.32,148.65,Ongoing,N
T0002580,P000127,2024-11-19,12077.74,224.09,Ongoing,N
T0002581,P000705,2024-06-04,5199.04,57.06,Ongoing,N
T0002582,P000243,2025-12-01,693.48,26.07,Initial,N
T0002583,P000600,2024-10-24,-7039.46,-77.03,Ongoing,Y
T0002584,P001433,2025-12-11,6347.0,231.93,Ongoing,N
T0002585,P000503,2025-12-09,4041.21,94.62,Ongoing,N
T0002586,P000604,2025-12-12,2506.35,35.05,Ongoing,N
T0002587,P000303,2024-11-05,3682.2,94.07,Initial,N
T0002588,P001488,2025-10-08,15779.2,439.6,Ongoing,N
T0002589,P000235,2025-12-25,2354.48,87.54,Ongoing,N
T0002590,P001062,2024-09-11,1221.3,8.36,Ongoing,N
T0002591,P000139,2025-12-29,1518.37,28.24,Ongoing,N
T0002592,P000195,2024-06-10,4777.93,161.36,Ongoing,N
T0002593,P000647,2025-08-16,-18707.51,-513.81,Initial,Y
T0002594,P000001,2024-07-19,28677.86,712.94,Initial,N
T0002595,P000561,2025-12-23,8268.31,287.61,Ongoing,N
T0002596,P001120,2024-09-28,2241.73,40.8,Ongoing,N
T0002597,P000713,2025-04-30,2440.42,4.88,Initial,N
T0002598,P000413,2025-04-12,9903.76,161.78,Ongoing,N
T0002599,P000538,2025-12-07,14261.35,572.13,Ongoing,N
T0002600,P000429,2025-03-29,2940.7,67.59,Initial,N
T0002601,P000235,2025-12-28,15360.59,177.81,Initial,N
T0002602,P000349,2025-09-20,4090.21,136.37,Ongoing,N
T0002603,P000396,2024-10-28,8703.04,247.59,Initial,N
T0002604,P001375,2025-01-19,12287.94,263.82,Initial,N
T0002605,P000416,2025-12-26,1502.05,38.83,Initial,N
T0002606,P000916,2025-12-16,7052.6,69.31,Initial,N
T0002607,P001075,2024-12-26,15412.19,252.44,Ongoing,N
T0002608,P000081,2024-01-23,3138.4,60.73,Ongoing,N
T0002609,P000036,2025-07-10,2110.62,65.41,Ongoing,N
T0002610,P001091,2025-12-30,7301.45,105.96,Ongoing,N
T0002611,P000641,2025-12-09,5468.47,107.96,Ongoing,N
T0002612,P000882,2025-12-09,-3782.56,-130.16,Ongoing,Y
T0002613,P000757,2025-12-20,4906.08,221.97,Ongoing,N
T0002614,P000623,2025-12-22,1291.77,14.59,Ongoing,N
T0002615,P000468,2025-08-13,6792.54,145.36,Ongoing,N
T0002616,P001166,2025-12-22,17572.29,86.46,Ongoing,N
T0002617,P000356,2024-12-03,2774.59,55.09,Ongoing,N
T0002618,P000709,2025-07-12,-2533.27,-43.32,Initial,Y
T0002619,P001495,2024-05-15,5642.31,183.43,Ongoing,N
T0002620,P001020,2025-12-27,47891.91,396.11,Initial,N
T0002621,P000902,2024-10-13,11847.91,81.75,Initial,N
T0002622,P000673,2024-09-20,4558.1,160.49,Ongoing,N
T0002623,P000439,2025-11-05,5072.96,69.34,Ongoing,N
T0002624,P000531,2025-12-06,12824.05,281.8,Ongoing,N
T0002625,P000127,2025-08-13,2374.4,54.49,Ongoing,N
T0002626,P000205,2024-06-16,8017.6,97.23,Ongoing,N
T0002627,P000029,2025-09-10,2010.29,24.4,Ongoing,N
T0002628,P000445,2025-09-13,10300.34,322.08,Ongoing,N
T0002629,P000966,2024-03-31,3884.84,104.0,Ongoing,N
T0002630,P000464,2024-07-09,5770.74,114.51,Ongoing,N
T0002631,P001304,2024-12-21,3688.22,68.72,Ongoing,N
T0002632,P000151,2025-12-10,8595.12,199.12,Ongoing,N
T0002633,P000240,2025-07-28,4273.78,101.81,Ongoing,N
T0002634,P000266,2025-12-03,27622.26,900.8,Ongoing,N
T0002635,P001129,2024-05-26,15292.14,302.65,Ongoing,N
T0002636,P001457,2025-03-18,1731.2,42.29,Ongoing,N
T0002637,P000913,2025-09-19,5728.25,155.7,Ongoing,N
T0002638,P000497,2025-03-21,8849.57,242.1,Ongoing,N
T0002639,P001464,2025-11-09,3406.61,117.52,Ongoing,N
T0002640,P000685,2025-08-11,12964.65,257.66,Ongoing,N
T0002641,P000158,2025-03-31,-11798.42,-169.21,Initial,Y
T0002642,P000172,2025-12-22,4596.96,75.48,Ongoing,N
T0002643,P000494,2025-01-23,10774.88,284.55,Ongoing,N
T0002644,P000970,2025-12-25,-714.42,-13.52,Ongoing,Y
T0002645,P001335,2025-12-05,-14560.54,-624.18,Initial,Y
T0002646,P001427,2025-12-03,9988.67,201.03,Initial,N
T0002647,P000676,2025-11-11,2058.76,21.52,Ongoing,N
T0002648,P000659,2024-12-12,6011.95,139.64,Ongoing,N
T0002649,P000903,2025-10-20,971.63,34.38,Ongoing,N
T0002650,P000666,2025-12-31,2668.47,31.6,Ongoing,N
T0002651,P001487,2024-09-13,11807.75,136.42,Ongoing,N
T0002652,P000367,2025-05-01,4864.56,88.2,Initial,N
T0002653,P000550,2025-08-26,4653.79,63.02,Ongoing,N
T0002654,P000643,2025-12-03,5095.85,33.11,Initial,N
T0002655,P000255,2025-12-02,4641.79,21.31,Ongoing,N
T0002656,P000208,2025-06-29,10829.1,241.75,Ongoing,N
T0002657,P000450,2025-12-24,2995.33,81.32,Ongoing,N
T0002658,P000095,2025-10-18,6873.83,89.28,Ongoing,N
T0002659,P000839,2025-12-03,1967.08,37.95,Ongoing,N
T0002660,P000478,2025-10-19,8891.75,194.28,Ongoing,N
T0002661,P000683,2025-12-10,3800.56,34.01,Initial,N
T0002662,P000762,2025-12-27,4756.23,135.97,Ongoing,N
T0002663,P000190,2025-12-31,3678.51,81.36,Initial,N
T0002664,P000711,2025-05-28,4070.32,102.75,Ongoing,N
T0002665,P000756,2025-06-02,2200.01,58.96,Initial,N
T0002666,P001447,2025-12-18,6395.82,283.06,Initial,N
T0002667,P000836,2024-11-13,7659.72,74.71,Ongoing,N
T0002668,P000133,2025-12-01,1695.08,18.77,Initial,N
T0002669,P000055,2025-12-28,3049.95,112.33,Initial,N
T0002670,P000510,2025-07-04,5034.21,133.52,Ongoing,N
T0002671,P000670,2025-04-03,3044.47,62.99,Ongoing,N
T0002672,P000410,2025-12-15,4112.32,62.59,Initial,N
T0002673,P001235,2025-12-27,17905.83,316.6,Ongoing,N
T0002674,P001317,2025-06-23,2176.49,38.91,Ongoing,N
T0002675,P000987,2025-12-27,772.98,3.9,Ongoing,N
T0002676,P000734,2025-10-28,3044.24,90.51,Ongoing,N
T0002677,P001139,2025-12-30,3779.97,7.56,Initial,N
T0002678,P000259,2025-12-18,3320.96,38.22,Ongoing,N
T0002679,P001146,2024-04-06,6093.93,95.57,Initial,N
T0002680,P000299,2025-09-14,2159.29,89.47,Initial,N
T0002681,P001405,2024-09-27,1919.42,36.45,Ongoing,N
T0002682,P000561,2025-12-12,2865.25,66.37,Ongoing,N
T0002683,P000297,2025-12-26,-2912.95,-32.7,Ongoing,Y
T0002684,P000362,2024-12-28,26813.82,769.22,Ongoing,N
T0002685,P000589,2025-07-31,17016.83,842.65,Ongoing,N
T0002686,P001487,2025-05-20,1292.56,32.2,Initial,N
T0002687,P001462,2025-07-22,1049.59,17.47,Initial,N
T0002688,P000127,2025-11-01,4588.91,9.18,Ongoing,N
T0002689,P000197,2024-08-13,22680.84,610.95,Initial,N
T0002690,P000221,2025-11-24,8373.87,84.92,Ongoing,N
T0002691,P000995,2024-09-30,4787.15,59.56,Ongoing,N
T0002692,P000091,2025-07-01,3412.3,100.04,Ongoing,N
T0002693,P000411,2025-09-12,11634.5,177.59,Ongoing,N
T0002694,P000008,2024-11-02,5666.87,108.0,Ongoing,N
T0002695,P000544,2024-07-14,19641.63,540.1,Ongoing,N
T0002696,P000468,2025-11-20,1273.9,16.48,Initial,N
T0002697,P000320,2025-12-24,6897.52,49.04,Initial,N
T0002698,P001418,2025-11-28,3131.8,77.18,Ongoing,N
T0002699,P000269,2025-12-11,6846.0,188.56,Initial,N
T0002700,P001215,2025-09-17,6007.03,85.45,Ongoing,N
T0002701,P000061,2025-02-06,7388.89,101.44,Initial,N
T0002702,P001462,2025-12-24,10743.6,96.68,Initial,N
T0002703,P001288,2025-05-29,14940.55,405.41,Initial,N
T0002704,P000797,2024-11-03,23420.77,917.84,Ongoing,N
T0002705,P001119,2023-12-27,4977.26,145.91,Initial,N
T0002706,P000553,2025-07-14,3184.72,60.79,Initial,N
T0002707,P000926,2025-11-12,1843.36,50.07,Ongoing,N
T0002708,P001494,2025-01-18,6959.82,81.3,Ongoing,N
T0002709,P000661,2025-12-21,9584.8,227.01,Ongoing,N
T0002710,P000716,2025-06-16,1671.11,15.29,Ongoing,N
T0002711,P000779,2024-08-08,12280.06,230.6,Initial,N
T0002712,P000194,2025-03-07,4532.01,139.39,Initial,N
T0002713,P000482,2025-09-21,1799.65,50.61,Ongoing,N
T0002714,P001360,2024-10-15,2493.32,64.04,Ongoing,N
T0002715,P001459,2025-07-25,2310.93,55.84,Ongoing,N
T0002716,P001220,2024-07-11,2344.05,29.63,Initial,N
T0002717,P000855,2025-06-04,7753.67,166.12,Ongoing,N
T0002718,P001273,2024-11-20,9809.06,273.01,Ongoing,N
T0002719,P000498,2025-12-02,19135.8,336.19,Ongoing,N
T0002720,P000212,2025-12-22,2811.36,50.48,Initial,N
T0002721,P000665,2025-10-08,6466.34,98.92,Ongoing,N
